ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
490140,"STAFFORD HOSPITAL, LLC",VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.marywashingtonhealthcare.com/cms-hpt.txt,206,2026-09-09T10:11:16.780Z,,https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv,206,https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv,corroborated,file-name-and-address,Stafford Hospital,Stafford Hospital,VA,2024-12-30,2.0.0,date-over-365-days,2026-09-09T10:11:48.006Z,838cfb97d15718fb688628575dffaaac7bba5a62b53a284f006f2f739086494b,f8748e3814c67a91daaee17e1396558016cd2aad4a6d1b8bfc12fc111099c1a2,,Same declared date 2024-12-30 observed again after the earlier check (2026-09-09T01:51:12.928Z).
494010,NORTHERN VIRGINIA MENTAL HEALTH INSTI,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://dbhds.virginia.gov/cms-hpt.txt,206,2026-09-09T10:11:29.483Z,,https://dbhds.virginia.gov/wp-content/uploads/2025/11/540807019_northern-virginia-mental-health-institute_standardcharges.csv,206,https://dbhds.virginia.gov/wp-content/uploads/2025/11/540807019_northern-virginia-mental-health-institute_standardcharges.csv,corroborated,file-name-and-address,Northern Virginia Mental Health Institute,Northern Virginia Mental Health Institute,VA,2025-07-21,2.0.0,date-over-365-days,2026-09-09T10:11:46.287Z,3ee6eff525752eb42931375aa6348c621bc81a3f4ca854f67542fbc982d598fd,a329be6bfe282cf081a723919efc0dc8640189968f2d0e2966fc75375b460707,,Same declared date 2025-07-21 observed again after the earlier check (2026-09-09T02:26:34.884Z).
494017,SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://dbhds.virginia.gov/cms-hpt.txt,206,2026-09-09T10:11:29.483Z,,https://dbhds.virginia.gov/wp-content/uploads/2025/11/541004175_southern-virginia-mental-health-institute_standardcharges.csv,206,https://dbhds.virginia.gov/wp-content/uploads/2025/11/541004175_southern-virginia-mental-health-institute_standardcharges.csv,corroborated,file-name-and-address,Southern Virginia Mental Health Institute,Southern Virginia Mental Health Institute,VA,2025-07-21,2.0.0,date-over-365-days,2026-09-09T10:11:46.479Z,3ee6eff525752eb42931375aa6348c621bc81a3f4ca854f67542fbc982d598fd,0c2f83ec64e877033839dde82c81bd6504fcf660046eb76f6b1b60787e513682,,Same declared date 2025-07-21 observed again after the earlier check (2026-09-09T02:26:34.956Z).
494033,CATAWBA HOSPITAL,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://dbhds.virginia.gov/cms-hpt.txt,206,2026-09-09T10:11:29.483Z,,https://dbhds.virginia.gov/wp-content/uploads/2025/11/546001711_catawba-hospital_standardcharges.csv,206,https://dbhds.virginia.gov/wp-content/uploads/2025/11/546001711_catawba-hospital_standardcharges.csv,corroborated,file-name-and-address,Catawba Hospital,Catawba Hospital,VA,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:11:46.863Z,3ee6eff525752eb42931375aa6348c621bc81a3f4ca854f67542fbc982d598fd,00b051a3f905b2d494088b32590564ba62f3b58d280059b8fb9155f02f97939e,,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T02:26:36.255Z).
500007,ISLAND HOSPITAL,WA,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://islandhospital.org/cms-hpt.txt,200,2026-09-09T10:11:44.623Z,,https://mrfs.hyvehealthcare.com/IslandHealthSystem/910729255_island-health_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:11:44.808Z,d586019ea0ecf13d0a2b01d33dbb5c3b7db4425d2b0d1ea1797ed43eebcd1fe4,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
500031,GRAYS HARBOR COMMUNITY HOSPITAL,WA,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://static1.squarespace.com/static/5e90f5d75542933b842d0964/t/681d2dd1e71fc254c48f7fa0/1746742737725/cms-hpt.txt,206,2026-09-09T10:11:44.813Z,,http://machine-readable-files.com/harbor-regional-health/910568304_Harbor-Regional-Health_standardcharges.csv,404,https://hospitalpricetransparencyfiles.com/grays-harbor-community-hospital/910568304_Grays-Harbor-Community-Hospital_standardcharges.csv,corroborated,file-name-and-address,Grays Harbor Community Hospital,Harbor Regional Health,WA,2025-11-21,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:50.571Z,a0b277e01dc9421fe3d63e12b934591f5614bcd6dae84e9890db2af0189f8946,c216eac4fd35f0c7b0c1196a07968590eaaf1344a8452d6c4a73064b94f0e51f,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
501312,PROSSER MEMORIAL HOSPITAL,WA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.prosserhealth.org/cms-hpt.txt,206,2026-09-09T10:11:46.544Z,,https://res.cloudinary.com/dpmykpsih/raw/upload/prosser-health-site-416/media/r/98285db682424129bd554acc0db84c2a/91-6013490_prosser-memorial-health-hospital_standardcharges.csv,206,https://res.cloudinary.com/dpmykpsih/raw/upload/prosser-health-site-416/media/r/98285db682424129bd554acc0db84c2a/91-6013490_prosser-memorial-health-hospital_standardcharges.csv,corroborated,file-name-and-address,Prosser Memorial Health Hospital,Prosser Memorial Health Hospital|Benton City Clinic RHC|Grandview Clinic RHC|Prosser Clinic RHC|Prosser Specialty Clinic|Benton City Dermatology Clinic,WA,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:11:47.292Z,c76b259798faf98e08c089dc281ad21f4751f91495d4791f5ddac24e4b5dfefe,2452807d959defcc170f6dddf21e7aa83267ce7056266282eb89e6114c8121c9,,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T01:51:14.084Z).
510002,"CAMC GREENBRIER VALLEY MEDICAL CENTER, INC",WV,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.camc.org/cms-hpt.txt,206,2026-09-09T10:11:58.073Z,,https://app.box.com/public/static/aidlfax3cyzn902r713m3ofochu48bev.csv,404,https://public.boxcloud.com/d/1/b1!xNqCm0aHBQfPC5RIm2_BhthvTjVnT11J3ExU2vevMWdIvufpJO4Zkw1eWCDZsMR8uFwVYh-zdvglnSfSbWNOkvA2JWmisAOXyXviRfeG4VKbABeew-jZDmY3uIaaFfuYg8oteWl72KYO71hV9zLgJ_38NHmJwA7Xs7akgmfOlXkIm_2WSvK_MaU2fttiR2ESe7Ds4h4JWtes3aopEaSTzTfBLbVzAHXLw_F3svHwnmVK5tpl79mkxRaz7wS72tAKVlQXArMX7svU7Q2YsjSMfZD253PWxS-QDoN6xaq2PjYXTMtL4ZG7Yh04cZev52xk8T9u9IaEHSf6WrIelhYJ748OkFgEBTfw_mk1nUNYGm47s1DWGwbyDjIQMbGR1wHCCTbh-XNuhtkXy3jh2TIXNm2ZblUAZDhxhvMoHUbQo7dQp00g22Miye_tbSBKdBCtp5T2ImYiQHCVzseRIcijt8Vq5tUL7kI-Sy4ZYc8CiE1_wxjpLYAAgMOQXDJaIVZC8xoJ7Fv1lU_8SCoTvo_LissP9v9CYYIfCSVjdCBk4KRswLhUZeCJXXEWVvTr4OjSAl7q2OvHAjt9HAfbEbVrpJuCJYpNWk2-1oBZEioGnaCkB-TumbBMM0HVNmNgI6k3s6I1lHCX4usvrh1WFTQ7axN-ZE6obdDNv7lDyBqhyXt4bIQyr6mSrsZJozBm8F0LMjmIg5EgHegruKXhTasCYIHBuxixdbPMkOqEKmRAkmdbpZ0hcd_5fHUy2CQaHTF5a-ytAlswVL6N-Zn7QnxQsebu_tMIWjUvICmd7ri0rCIAnajj68Y42W5i5bSZeRxIj3WhDwvLtTQjNtwzPttRPYmEg6SVdraaonaWvK3ReZE2JaBgwN_wTvyIekRx9DWpolmWPxly37593AwnGl16qHWC8wXtqffF0J_9Ol8PE1wn9P50kBDl-3gpLp0pzSsMlAPrUNmsOsZx6A2JwS491XwXQOfY2fsSOnhFEag49Du1OqzLhvYqvie7FMlBSbkCJvlNNOjfzL69JOYkXe5D6_BKguAq9KPbNH5fwXa42Vf-dfZYje87FY2FpEEcDYuL6-LAOy56DIJBmFir6KSym5cvZ-Q8WfAh_Kryf_Iq0sSSDSg7PGkFZb6M6zMRDZsS31ndKkIIIIKQsa6il9dWEzSgmTO6BDtOEkqPATnMXFJ2nWXo01WIMlPoHqhAsl3hazPjtlywL9BrLh_3V27T-7ZEx5X42HVnOvWPt_yfZzsVNW4IK5MqzBpKs_DtlZ0F9zWnQB2q0rVBArfn_nxcnf45YSGrFIddKVPAITZWSjQFyO12ivHNSUpzdjuAVA2H0yprsOwHTGiXg8Kv5ZjGXikPKplSZdPmerNF4CpebHpXsuMDlB_8-XSsNEqJCvlmmxtngQHa6jlC8bDWWNrlaoTLwIfncOBgtkEgxk5BfA8DaxCRm09QeCaN2Ep9vRRpKPsUpUmzKr4Ok3oqAK124qT8e5P2diNrU-NDanorWWmmhm7iwzydK1f47qrHFiqKE6fPUISDixTRsWgYwEE9kDxIy5DNhmXZw4LMJPoui3_1TzVkZh7GGQsSG9N2vY9R00ZRpYwAbNYcgKb7dca2331AQZhU7XcgT0-1-Tw./download,corroborated,file-name-and-address,Greenbrier Valley Medical Center,Greenbrier Valley Medical Center,WV,2026-07-15,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:54.251Z,656577bf66c3065222ccbd554364230331ab8fdee18d3db86da51cfefeb4adc4,5b383e0448606bcb19d16161e8319e10f6fa47a1cb1ef7344ccbbe90cb70ffb5,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
510030,DAVIS MEDICAL CENTER,WV,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://davishealthsystem.org/cms-hpt.txt,206,2026-09-09T10:11:58.368Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8555/550375433_davis-memorial-hospital_standardcharges.csv,404,https://sthpiprd.blob.core.windows.net/machine-readable-files/8555/550375433_davis-medical-center_standardcharges.csv,corroborated,file-name-and-address,Davis Medical Center,Davis Medical Center|Davis Medical Center|Davis Medical Center|Davis Medical Center,WV,2026-07-30,3.0.0,date-within-365-days-version-3,2026-09-09T10:48:43.406Z,7f7926ab6452c61e8214d4c86ad7f9d2ab52680a2b81aa43818c6b75637c0117,22629a37dac5c748df05b8703a29699fabd8bd0ec0eae4fca2504ac435464d14,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
510091,CAMC CHARLESTON SURGICAL HOSPITAL,WV,pointer-or-domain-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.camc.org/cms-hpt.txt,206,2026-09-09T10:11:58.073Z,,https://www.camc.org/sites/default/files/CSH/550526191_Charleston-Surgical-Hospital%2C-LLC_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:11:59.533Z,656577bf66c3065222ccbd554364230331ab8fdee18d3db86da51cfefeb4adc4,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
520002,"ASPIRUS STEVENS POINT HOSPITAL & CLINICS, INC.",WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808443_aspirus-stevens-point-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808443_aspirus-stevens-point-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Stevens Point Hospital,Aspirus Stevens Point Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:01.254Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,873276bd2035a960b5a2c008652f38e33bc729c791c8dc36b2dde19642c182b1,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:25:05.583Z).
520019,ASPIRUS RHINELANDER HOSPITAL,WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-rhinelander-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-rhinelander-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Rhinelander Hospital,Aspirus Rhinelander Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:15.167Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,052f88d11322de82891e00ac556138c7687b6519b27f389c6f4340df0404cb01,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:25:17.621Z).
520030,ASPIRUS WAUSAU HOSPITAL,WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391138241_aspirus-wausau-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391138241_aspirus-wausau-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Wausau Hospital,Aspirus Wausau Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:21.400Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,ae7921c7001f3fca6dd75971fce1d3cdbec0fa49724b3f4eb4eebc1a585e0330,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:26:08.972Z).
520041,ASPIRUS DIVINE SAVIOR HOSPITAL,WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806250_aspirus-divine-savior-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806250_aspirus-divine-savior-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Divine Savior Hospital,Aspirus Divine Savior Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:34.067Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,7ad82f9492019514a14955d880d257beb5476a29cd41c8c80960f22048fa84ce,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:51:14.215Z).
520091,HOWARD YOUNG MEDICAL CENTER,WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390873606_howard-young-medical-center_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390873606_howard-young-medical-center_standardcharges.json,corroborated,file-name-and-address,Howard Young Medical Center,Howard Young Medical Center,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:35.130Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,e533676d7b6043dfb5b740cd23b6c1c0295b3b8a328aa8cea359387ab61daa16,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:51:59.618Z).
521300,ASPIRUS EAGLE RIVER HOSPITAL,WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390985690_aspirus-eagle-river-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390985690_aspirus-eagle-river-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Eagle River Hospital,Aspirus Eagle River Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:41.156Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,f6950f33b063005fd41804f2312ff4e56bdbd9e3cb9a64e4d6fcab5efc416308,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:51:14.413Z).
521311,ASPIRUS STANLEY HOSPITAL,WI,file-access-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390807065_aspirus-stanley-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390807065_aspirus-stanley-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Stanley Hospital,Aspirus Stanley Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:56.310Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,2f59a15acc11004c1c943c19d972b02039f8825c3b1ce06218fc8289757790ff,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:25:18.564Z).
521313,ASPIRUS TOMAHAWK HOSPITAL,WI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-tomahawk-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-tomahawk-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Tomahawk Hospital,Aspirus Tomahawk Hospital,WI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:12:57.143Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,64bc904b95946ef68165e8d1c9b7eda38b5b48b1584e491890c316ab73426c2c,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:26:08.370Z).
