ccn,hospital_name,state,issue,subject,body,contact,send_status
Recorded evidence: pointer https://www.prosserhealth.org/cms-hpt.txt (HTTP 206); file https://res.cloudinary.com/dpmykpsih/raw/upload/prosser-health-site-416/media/r/98285db682424129bd554acc0db84c2a/91-6013490_prosser-memorial-health-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:11:47.292Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
510002,CAMC GREENBRIER VALLEY MEDICAL CENTER, INC,WV,pointer-declared-file-404,Price transparency file: CAMC GREENBRIER VALLEY MEDICAL CENTER,hpt-obf:v1:JrkRAMDoWj5G6KAQ.Pl8Pn9-GhlkcNSWtDYzUgg.x8JTOG6M6ieHEbelRrzPEeI,Hello
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://app.box.com/public/static/aidlfax3cyzn902r713m3ofochu48bev.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.camc.org/cms-hpt.txt (HTTP 206); file https://app.box.com/public/static/aidlfax3cyzn902r713m3ofochu48bev.csv (HTTP 404); checked 2026-09-09T10:47:54.251Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
510030,DAVIS MEDICAL CENTER,WV,pointer-declared-file-404,Price transparency file: DAVIS MEDICAL CENTER (CCN 510030),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://sthpiprd.blob.core.windows.net/machine-readable-files/8555/550375433_davis-memorial-hospital_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://davishealthsystem.org/cms-hpt.txt (HTTP 206); file https://sthpiprd.blob.core.windows.net/machine-readable-files/8555/550375433_davis-memorial-hospital_standardcharges.csv (HTTP 404); checked 2026-09-09T10:48:43.406Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
510091,CAMC CHARLESTON SURGICAL HOSPITAL,WV,pointer-declared-file-404,Price transparency file: CAMC CHARLESTON SURGICAL HOSPITAL (CCN 510091),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://www.camc.org/sites/default/files/CSH/550526191_Charleston-Surgical-Hospital%2C-LLC_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.camc.org/cms-hpt.txt (HTTP 206); file https://www.camc.org/sites/default/files/CSH/550526191_Charleston-Surgical-Hospital%2C-LLC_standardcharges.csv (HTTP 404); checked 2026-09-09T10:11:59.533Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
520002,ASPIRUS STEVENS POINT HOSPITAL & CLINICS, INC.,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS STEVENS POINT HOSPITAL & CLINICS,hpt-obf:v1:qOxrEVAbnhFpa3Yl.jkhgyx8_l5-s83g5Po-17A.39tvqNqAMflB3wAkT7Jiq3k_,Hello
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808443_aspirus-stevens-point-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:01.254Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808443_aspirus-stevens-point-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:01.254Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
520019,ASPIRUS RHINELANDER HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS RHINELANDER HOSPITAL (CCN 520019),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-rhinelander-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:15.167Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-rhinelander-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:15.167Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
520030,ASPIRUS WAUSAU HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS WAUSAU HOSPITAL (CCN 520030),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391138241_aspirus-wausau-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:21.400Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391138241_aspirus-wausau-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:21.400Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
520041,ASPIRUS DIVINE SAVIOR HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS DIVINE SAVIOR HOSPITAL (CCN 520041),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806250_aspirus-divine-savior-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:34.067Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806250_aspirus-divine-savior-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:34.067Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
520091,HOWARD YOUNG MEDICAL CENTER,WI,declared-update-date-over-365-days,Price transparency file: HOWARD YOUNG MEDICAL CENTER (CCN 520091),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390873606_howard-young-medical-center_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:35.130Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390873606_howard-young-medical-center_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:35.130Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521300,ASPIRUS EAGLE RIVER HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS EAGLE RIVER HOSPITAL (CCN 521300),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390985690_aspirus-eagle-river-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:41.156Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390985690_aspirus-eagle-river-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:41.156Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521311,ASPIRUS STANLEY HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS STANLEY HOSPITAL (CCN 521311),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390807065_aspirus-stanley-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:56.310Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390807065_aspirus-stanley-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:56.310Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521313,ASPIRUS TOMAHAWK HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS TOMAHAWK HOSPITAL (CCN 521313),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-tomahawk-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:12:57.143Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-tomahawk-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:12:57.143Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521324,ASPIRUS MEDFORD HOSPITAL & CLINICS, INC,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS MEDFORD HOSPITAL & CLINICS,hpt-obf:v1:pNZYVBajFQxUgo7K.U81vgo2d77rdVBLD5qoWhQ.7SxXdyCK6iefy6NTEP9PPyI,Hello
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390964813_aspirus-medford-hospital-_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:13:03.264Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390964813_aspirus-medford-hospital-_standardcharges.json (HTTP 206); checked 2026-09-09T10:13:03.264Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521331,BURNETT MEDICAL CENTER,WI,declared-update-date-over-365-days,Price transparency file: BURNETT MEDICAL CENTER (CCN 521331),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.burnettmedicalcenter.com/wp-content/uploads/2025/03/390938661_BurnettMedicalCenter_standardcharges.csv declares last_updated_on 2024-07-01, more than 365 days before our check on 2026-09-09T10:12:00.383Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.burnettmedicalcenter.com/cms-hpt.txt (HTTP 206); file https://www.burnettmedicalcenter.com/wp-content/uploads/2025/03/390938661_BurnettMedicalCenter_standardcharges.csv (HTTP 206); checked 2026-09-09T10:12:00.383Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521335,HUDSON HOSPITAL,WI,file-declares-conflicting-license-state,Price transparency file: HUDSON HOSPITAL (CCN 521335),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.healthpartners.com/content/dam/brand-identity/pdfs/care/390804125_hudsonhospital_standardcharges.csv declares license state MN while your CMS enrollment lists WI; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.healthpartners.com/cms-hpt.txt (HTTP 206); file https://www.healthpartners.com/content/dam/brand-identity/pdfs/care/390804125_hudsonhospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:38:30.948Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521339,ASPIRUS MERRILL HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: ASPIRUS MERRILL HOSPITAL (CCN 521339),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808503_aspirus-merrill-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:13:10.043Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808503_aspirus-merrill-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:13:10.043Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
521350,LANGLADE HOSPITAL,WI,declared-update-date-over-365-days,Price transparency file: LANGLADE HOSPITAL (CCN 521350),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806429_aspirus-langlade-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:13:25.690Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390806429_aspirus-langlade-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:13:25.690Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
524019,NORWOOD HEALTH CENTER,WI,template-version-unrecognized,Price transparency file: NORWOOD HEALTH CENTER (CCN 524019),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.woodcountywi.gov/Departments/Norwood/Doc/39-6005763_Norwood-Health-Center_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
