ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,recorded_pointer_url,recorded_mrf_url,queue,next_action,evidence_file,evidence_key
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,compliant-date-unverified,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:26.930Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450889
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,mrf-blocked-to-automation,pointer-or-domain-review,HTTP request timeout,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:38.428Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450804
670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,TX,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.westlakemedical.com/cms-hpt.txt,,,,,2026-09-09T01:46:28.277Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,670006
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,TX,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://medicalcentersetexas.org/cms-hpt.txt,https://medicalcentersetexas.org/pricetransparency/994785659_MedicalCenterSETexas_standardcharges.csv,2024-12-26,2.0.0,https://medicalcentersetexas.org/price-transparency,2026-09-09T01:51:07.985Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,450518
451339,THROCKMORTON COUNTY MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://throckmortonhospital.com/cms-hpt.txt,,,,,2026-09-09T01:46:28.045Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451339
451370,TMC- BONHAM HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:28.055Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,451370
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:28.454Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450774
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://unitedregional.org/getContentAsset/87726b46-3db7-42d1-b3d7-11de88ed5834/c204d644-0ccb-43d4-a505-69664b0a9bc3/cms-hpt.txt?language=en,https://unitedregional.org/getContentAsset/a128db8c-8ea3-461b-9531-3197f7c0b635/c204d644-0ccb-43d4-a505-69664b0a9bc3/751912147-united-regional-healthcare-system-standardcharges-in.csv?language=en,2025-11-15,2.0.0,https://unitedregional.org/patients-and-visitors/price-transparency,2026-09-09T01:51:08.178Z,,,Publisher metadata review,Review the draft against the saved header and current CMS data dictionary; request the current file or clarification.,file-evidence.csv,450010
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.utmb.edu/cms-hpt.txt,,,,,2026-09-09T01:46:29.228Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450018
450200,WADLEY REGIONAL MEDICAL CENTER,TX,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.christushealth.org/cms-hpt.txt,,,,,2026-09-09T01:46:15.279Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,450200
451373,WARD MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.wardmemorial.com/cms-hpt.txt,,,,,2026-09-09T01:46:29.257Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,451373
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,mrf-blocked-to-automation,pointer-or-domain-review,HTTP request timeout,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:39.466Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,450674
461310,BLUE MOUNTAIN HOSPITAL,UT,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:29.582Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,461310
460017,BRIGHAM CITY COMMUNITY HOSPITAL,UT,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP request timeout,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:39.567Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,460017
460054,CACHE VALLEY HOSPITAL,UT,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP request timeout,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:39.567Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,460054
461306,GUNNISON VALLEY HOSPITAL,UT,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:39.531Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,461306
461300,INTERMOUNTAIN HEALTH DELTA COMMUNITY HOSPITAL,UT,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T01:43:43.038Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,461300
461301,INTERMOUNTAIN HEALTH FILLMORE COMMUNITY HOSPITAL,UT,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T01:43:43.038Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,461301
461333,INTERMOUNTAIN HEALTH GARFIELD MEMORIAL HOSPITAL,UT,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T01:43:43.038Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,461333
461303,INTERMOUNTAIN HEALTH SANPETE VALLEY HOSPITAL,UT,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T01:43:43.038Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,461303
460042,LAKEVIEW HOSPITAL,UT,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP request timeout,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:39.567Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,460042
460060,LONE PEAK HOSPITAL,UT,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP request timeout,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:39.567Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,460060
461302,MOAB REGIONAL HOSPITAL,UT,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 202,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:46:29.543Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,461302
460013,MOUNTAIN VIEW HOSPITAL,UT,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP request timeout,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:39.567Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,460013
460005,OGDEN REGIONAL MEDICAL CENTER,UT,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP request timeout,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:46:39.567Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,460005
