ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
431338,AVERA GREGORY HOSPITAL,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
431340,AVERA QUEEN OF PEACE,SD,old-template-version,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:17:39.442Z,pointer-or-domain-review,native|brave,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,access-denied: Homepage rendered after initial tool navigation timeout; official pricing link rendered Access Denied.,Continue bounded browser or official-domain discovery
440161,TRISTAR CENTENNIAL MEDICAL CENTER,TN,mrf-blocked-to-automation,pointer-or-domain-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://www.tristarhealth.com/cms-hpt.txt,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113737_TRISTAR-CENTENNIAL-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2F9NpMuCoRStjTb2bhIy9Y6LM%3D,2026-03-01,3.0.0,,2026-09-09T02:31:30.011Z,pointer-or-domain-review,native|curl,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 403 | header-matches-other-roster-hospital | mrf-header-name-without-location,,Resolve official pointer linkage or conflicting metadata
440187,LIVINGSTON REGIONAL HOSPITAL,TN,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.202Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 406 at https://mylivingstonhospital.com/cms-hpt.txt | HTTP 406 at https://mylivingstonhospital.com/.well-known/cms-hpt.txt | HTTP 406 at https://mylivingstonhospital.com/ | HTTP 406 at https://www.mylivingstonhospital.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
443303,EAST TENNESSEE CHILDRENS HOSPITAL,TN,mrf-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.449Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
444014,MIDDLE TN MENTAL HEALTH INSTITUTE,TN,not-assessed-site-unreachable,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.390Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 404 at https://tn.gov/cms-hpt.txt | HTTP 404 at https://tn.gov/.well-known/cms-hpt.txt | HTTP 200 at https://tn.gov/ | HTTP 404 at https://www.tn.gov/cms-hpt.txt#main | HTTP 404 at https://www.tn.gov/cms-hpt.txt#header-logo | HTTP 404 at https://www.tn.gov/cms-hpt.txt# | HTTP 404 at https://www.tn.gov/.well-known/cms-hpt.txt#main | HTTP 404 at https://www.tn.gov/.well-known/cms-hpt.txt#header-logo | HTTP 404 at https://www.tn.gov/cms-hpt.txt,,Continue bounded browser or official-domain discovery
444023,PERIMETER BEHAVIORAL CENTER OF JACKSON,TN,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.perimeterhealthcare.com/cms-hpt.txt,,,,,2026-09-09T02:11:23.829Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
450035,ST JOSEPH MEDICAL CENTER,TX,mrf-stale-over-365-days,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://sjmctx.org/cms-hpt.txt,https://sjmctx.org/pricetransparency/994785298_StJosephMedicalCenter_standardcharges.csv,2024-12-23,2.0.0,,2026-09-09T02:31:30.207Z,pointer-or-domain-review,native,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
450090,NORTH TEXAS MEDICAL CENTER,TX,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.370Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://ntmconline.net/cms-hpt.txt | HTTP 202 at https://ntmconline.net/.well-known/cms-hpt.txt | HTTP 202 at https://ntmconline.net/ | HTTP 202 at https://www.ntmconline.net/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450107,LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,TX,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.laspalmasdelsolhealthcare.com/cms-hpt.txt,,,,,2026-09-09T02:20:39.035Z,pointer-or-domain-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
450196,PARIS REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,pointer-or-domain-review,response received,not retrieved,corroborated,response received,date-within-365-days-version-3,,https://www.parisregionalhealth.com/docs/ahparisregionalhealthlibraries/hcl/mrf3q262/331073948_paris-regional-medical-center_standardcharges.csv,2026-07-17,3.0.0,,2026-09-09T02:31:31.022Z,pointer-or-domain-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | Unsupported URL | invalid-url-or-tool-error,,Resolve official pointer linkage or conflicting metadata
450209,NORTHWEST TEXAS HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.564Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://nwths.com/cms-hpt.txt | HTTP 403 at https://nwths.com/.well-known/cms-hpt.txt | HTTP 403 at https://nwths.com/ | HTTP 403 at https://www.nwths.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450235,MEMORIAL HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.801Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://texashealthhuguley.org/cms-hpt.txt | HTTP 404 at https://texashealthhuguley.org/.well-known/cms-hpt.txt | HTTP 403 at https://texashealthhuguley.org/ | HTTP 403 at https://www.texashealthhuguley.org/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450347,HUNTSVILLE MEMORIAL HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:35.027Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://huntsvillememorial.com/cms-hpt.txt | HTTP 202 at https://huntsvillememorial.com/.well-known/cms-hpt.txt | HTTP 202 at https://huntsvillememorial.com/ | HTTP 403 at https://www.huntsvillememorial.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450400,PARKVIEW REGIONAL HOSPITAL,TX,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:35.091Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 406 at https://parkviewregional.com/cms-hpt.txt | HTTP 406 at https://parkviewregional.com/.well-known/cms-hpt.txt | HTTP 406 at https://parkviewregional.com/ | HTTP 406 at https://www.parkviewregional.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450653,SCENIC MOUNTAIN MEDICAL CENTER,TX,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://www.shannonhealth.com/cms-hpt.txt,,,,,2026-09-09T02:20:46.893Z,pointer-or-domain-review,native|curl,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,mrf-blocked-to-automation,pointer-or-domain-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.womanshospital.com/cms-hpt.txt,,,,,2026-09-09T02:20:59.377Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
450698,LAMB HEALTHCARE CENTER,TX,pointer-blocked-to-automation,pointer-or-domain-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:19:04.772Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:35.379Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 406 at https://palestineregional.com/cms-hpt.txt | HTTP 406 at https://palestineregional.com/.well-known/cms-hpt.txt | HTTP 406 at https://palestineregional.com/ | HTTP 406 at https://www.palestineregional.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:46.731Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://tops-hospital.com/cms-hpt.txt | HTTP 403 at https://tops-hospital.com/.well-known/cms-hpt.txt | HTTP 403 at https://tops-hospital.com/ | HTTP 403 at https://www.tops-hospital.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,mrf-blocked-to-automation,pointer-or-domain-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.texasorthopedic.com/cms-hpt.txt,,,,,2026-09-09T02:21:14.388Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,mrf-url-unreachable,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://ssha.us.com/cms-hpt.txt,,,,,2026-09-09T02:20:46.935Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
450833,ENNIS REGIONAL MEDICAL CENTER,TX,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:47.106Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 406 at https://ennisregional.com/cms-hpt.txt | HTTP 406 at https://ennisregional.com/.well-known/cms-hpt.txt | HTTP 406 at https://ennisregional.com/ | HTTP 406 at https://www.ennisregional.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
450834,"PHYSICIANS CENTRE,THE",TX,not-assessed-site-unreachable,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:59.372Z,pointer-or-domain-review,native|curl,retrieval-or-domain-unresolved,"curl: (60) schannel: SEC_E_UNTRUSTED_ROOT (0x80090325) - The certificate chain was issued by an authority that is not trusted.
More details here: https://curl. at https://thephysicianscentre.com/cms-hpt.txt | curl: (60) schannel: SEC_E_UNTRUSTED_ROOT (0x80090325) - The certificate chain was issued by an authority that is not trusted.
More details here: https://curl. at https://thephysicianscentre.com/.well-known/cms-hpt.txt | curl: (60) schannel: SEC_E_UNTRUSTED_ROOT (0x80090325) - The certificate chain was issued by an authority that is not trusted.
More details here: https://curl. at https://thephysicianscentre.com/ | curl: (60) schannel: SEC_E_UNTRUSTED_ROOT (0x80090325) - The certificate chain was issued by an authority that is not trusted.
More details here: https://curl. at https://www.thephysicianscentre.com/cms-hpt.txt",,Continue bounded browser or official-domain discovery
450860,SUGAR LAND SURGICAL HOSPITAL LLP,TX,not-assessed-not-named-in-file,pointer-or-domain-review,response received,entries retrieved,unresolved,response received,unverified,https://memorialhermann.org/cms-hpt.txt,,,,,2026-09-09T02:20:58.939Z,pointer-or-domain-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
451338,CULBERSON HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:58.893Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://culbersonhospital.org/cms-hpt.txt | HTTP 202 at https://culbersonhospital.org/.well-known/cms-hpt.txt | HTTP 202 at https://culbersonhospital.org/ | HTTP 202 at https://www.culbersonhospital.org/cms-hpt.txt,,Continue bounded browser or official-domain discovery
451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,TX,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:21:10.713Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://colemancountymc.com/cms-hpt.txt | HTTP 202 at https://colemancountymc.com/.well-known/cms-hpt.txt | HTTP 202 at https://colemancountymc.com/ | HTTP 202 at https://www.colemancountymc.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
451350,PLAINS MEMORIAL HOSPITAL,TX,not-assessed-site-unreachable,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:21:10.625Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 500 at https://plainsmemorial.com/cms-hpt.txt | HTTP 500 at https://plainsmemorial.com/.well-known/cms-hpt.txt | HTTP 206 at https://plainsmemorial.com/ | HTTP 500 at https://www.plainsmemorial.com/cms-hpt.txt,,Continue bounded browser or official-domain discovery
451355,COLLINGSWORTH GENERAL HOSPITAL,TX,no-cms-hpt-txt-published,pointer-or-domain-review,response received,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:21:11.053Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 202 at https://collingsworthgeneral.net/cms-hpt.txt | HTTP 202 at https://collingsworthgeneral.net/.well-known/cms-hpt.txt | HTTP 202 at https://collingsworthgeneral.net/ | HTTP 202 at https://www.collingsworthgeneral.net/cms-hpt.txt,,Continue bounded browser or official-domain discovery
451358,MEMORIAL HOSPITAL,TX,pointer-blocked-to-automation,pointer-or-domain-review,not verified,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T02:20:34.801Z,pointer-or-domain-review,native,retrieval-or-domain-unresolved,HTTP 403 at https://texashealthhuguley.org/cms-hpt.txt | HTTP 404 at https://texashealthhuguley.org/.well-known/cms-hpt.txt | HTTP 403 at https://texashealthhuguley.org/ | HTTP 403 at https://www.texashealthhuguley.org/cms-hpt.txt,,Continue bounded browser or official-domain discovery
